#    L    TT             EE             BB             TE          
  1554   0.524676E+03   0.179549E+02   0.786562E-01   0.532363E+01
  1555   0.521884E+03   0.180483E+02   0.785698E-01   0.517839E+01
  1556   0.519114E+03   0.181409E+02   0.784835E-01   0.502512E+01
  1557   0.516364E+03   0.182324E+02   0.783972E-01   0.486400E+01
  1558   0.513637E+03   0.183227E+02   0.783110E-01   0.469508E+01
  1559   0.510933E+03   0.184120E+02   0.782248E-01   0.451856E+01
  1560   0.508251E+03   0.185000E+02   0.781387E-01   0.433441E+01
  1561   0.505592E+03   0.185869E+02   0.780527E-01   0.414297E+01
  1562   0.502958E+03   0.186725E+02   0.779667E-01   0.394422E+01
  1563   0.500348E+03   0.187569E+02   0.778809E-01   0.373833E+01
  1564   0.497763E+03   0.188399E+02   0.777951E-01   0.352544E+01
  1565   0.495203E+03   0.189216E+02   0.777095E-01   0.330572E+01
  1566   0.492669E+03   0.190019E+02   0.776240E-01   0.307923E+01
  1567   0.490160E+03   0.190808E+02   0.775386E-01   0.284614E+01
  1568   0.487678E+03   0.191583E+02   0.774534E-01   0.260650E+01
  1569   0.485224E+03   0.192342E+02   0.773683E-01   0.236057E+01
  1570   0.482795E+03   0.193086E+02   0.772834E-01   0.210847E+01
  1571   0.480395E+03   0.193814E+02   0.771987E-01   0.185025E+01
  1572   0.478022E+03   0.194527E+02   0.771142E-01   0.158608E+01
  1573   0.475678E+03   0.195223E+02   0.770298E-01   0.131612E+01
  1574   0.473362E+03   0.195902E+02   0.769457E-01   0.104055E+01
  1575   0.471075E+03   0.196565E+02   0.768617E-01   0.759524E+00
  1576   0.468816E+03   0.197211E+02   0.767780E-01   0.473222E+00
  1577   0.466588E+03   0.197839E+02   0.766945E-01   0.181788E+00
  1578   0.464390E+03   0.198451E+02   0.766113E-01  -0.114588E+00
  1579   0.462222E+03   0.199045E+02   0.765283E-01  -0.415763E+00
  1580   0.460084E+03   0.199620E+02   0.764455E-01  -0.721579E+00
  1581   0.457977E+03   0.200178E+02   0.763630E-01  -0.103189E+01
  1582   0.455901E+03   0.200718E+02   0.762808E-01  -0.134654E+01
  1583   0.453856E+03   0.201239E+02   0.761988E-01  -0.166538E+01
  1584   0.451842E+03   0.201741E+02   0.761171E-01  -0.198828E+01
  1585   0.449859E+03   0.202224E+02   0.760358E-01  -0.231507E+01
  1586   0.447908E+03   0.202687E+02   0.759547E-01  -0.264562E+01
  1587   0.445989E+03   0.203131E+02   0.758739E-01  -0.297976E+01
  1588   0.444101E+03   0.203555E+02   0.757935E-01  -0.331733E+01
  1589   0.442245E+03   0.203959E+02   0.757133E-01  -0.365818E+01
  1590   0.440421E+03   0.204343E+02   0.756335E-01  -0.400213E+01
  1591   0.438629E+03   0.204707E+02   0.755540E-01  -0.434903E+01
  1592   0.436869E+03   0.205050E+02   0.754749E-01  -0.469872E+01
  1593   0.435142E+03   0.205373E+02   0.753961E-01  -0.505104E+01
  1594   0.433447E+03   0.205675E+02   0.753177E-01  -0.540582E+01
  1595   0.431784E+03   0.205955E+02   0.752397E-01  -0.576291E+01
  1596   0.430153E+03   0.206215E+02   0.751620E-01  -0.612213E+01
  1597   0.428555E+03   0.206454E+02   0.750847E-01  -0.648333E+01
  1598   0.426990E+03   0.206672E+02   0.750077E-01  -0.684634E+01
  1599   0.425456E+03   0.206868E+02   0.749312E-01  -0.721099E+01
  1600   0.423957E+03   0.207043E+02   0.748550E-01  -0.757713E+01
  1601   0.422488E+03   0.207197E+02   0.747793E-01  -0.794460E+01
  1602   0.421052E+03   0.207329E+02   0.747039E-01  -0.831326E+01
  1603   0.419649E+03   0.207438E+02   0.746289E-01  -0.868293E+01
  1604   0.418277E+03   0.207527E+02   0.745544E-01  -0.905349E+01
  1605   0.416938E+03   0.207593E+02   0.744803E-01  -0.942479E+01
  1606   0.415630E+03   0.207638E+02   0.744066E-01  -0.979665E+01
  1607   0.414355E+03   0.207660E+02   0.743333E-01  -0.101689E+02
  1608   0.413111E+03   0.207660E+02   0.742604E-01  -0.105414E+02
  1609   0.411899E+03   0.207638E+02   0.741880E-01  -0.109140E+02
  1610   0.410719E+03   0.207594E+02   0.741160E-01  -0.112866E+02
  1611   0.409570E+03   0.207529E+02   0.740444E-01  -0.116588E+02
  1612   0.408452E+03   0.207443E+02   0.739733E-01  -0.120307E+02
  1613   0.407366E+03   0.207334E+02   0.739027E-01  -0.124020E+02
  1614   0.406310E+03   0.207205E+02   0.738324E-01  -0.127724E+02
  1615   0.405286E+03   0.207056E+02   0.737627E-01  -0.131421E+02
  1616   0.404292E+03   0.206885E+02   0.736933E-01  -0.135107E+02
  1617   0.403329E+03   0.206692E+02   0.736245E-01  -0.138781E+02
  1618   0.402396E+03   0.206479E+02   0.735560E-01  -0.142442E+02
  1619   0.401493E+03   0.206244E+02   0.734881E-01  -0.146089E+02
  1620   0.400620E+03   0.205989E+02   0.734205E-01  -0.149718E+02
  1621   0.399776E+03   0.205712E+02   0.733535E-01  -0.153332E+02
  1622   0.398961E+03   0.205415E+02   0.732869E-01  -0.156926E+02
  1623   0.398176E+03   0.205097E+02   0.732208E-01  -0.160500E+02
  1624   0.397419E+03   0.204758E+02   0.731551E-01  -0.164052E+02
  1625   0.396691E+03   0.204399E+02   0.730898E-01  -0.167581E+02
  1626   0.395991E+03   0.204021E+02   0.730251E-01  -0.171086E+02
  1627   0.395318E+03   0.203622E+02   0.729608E-01  -0.174565E+02
  1628   0.394674E+03   0.203204E+02   0.728969E-01  -0.178016E+02
  1629   0.394057E+03   0.202766E+02   0.728335E-01  -0.181440E+02
  1630   0.393466E+03   0.202307E+02   0.727706E-01  -0.184832E+02
  1631   0.392903E+03   0.201830E+02   0.727081E-01  -0.188195E+02
  1632   0.392365E+03   0.201334E+02   0.726461E-01  -0.191524E+02
  1633   0.391854E+03   0.200818E+02   0.725845E-01  -0.194821E+02
  1634   0.391368E+03   0.200284E+02   0.725234E-01  -0.198082E+02
  1635   0.390908E+03   0.199730E+02   0.724627E-01  -0.201309E+02
  1636   0.390471E+03   0.199157E+02   0.724024E-01  -0.204497E+02
  1637   0.390061E+03   0.198567E+02   0.723426E-01  -0.207648E+02
  1638   0.389673E+03   0.197958E+02   0.722833E-01  -0.210759E+02
  1639   0.389310E+03   0.197331E+02   0.722244E-01  -0.213829E+02
  1640   0.388971E+03   0.196687E+02   0.721659E-01  -0.216859E+02
  1641   0.388653E+03   0.196026E+02   0.721078E-01  -0.219846E+02
  1642   0.388359E+03   0.195348E+02   0.720502E-01  -0.222789E+02
  1643   0.388087E+03   0.194654E+02   0.719930E-01  -0.225688E+02
  1644   0.387837E+03   0.193943E+02   0.719363E-01  -0.228541E+02
  1645   0.387608E+03   0.193216E+02   0.718799E-01  -0.231347E+02
  1646   0.387401E+03   0.192472E+02   0.718240E-01  -0.234106E+02
  1647   0.387213E+03   0.191714E+02   0.717685E-01  -0.236816E+02
  1648   0.387046E+03   0.190940E+02   0.717134E-01  -0.239477E+02
  1649   0.386899E+03   0.190150E+02   0.716587E-01  -0.242088E+02
  1650   0.386770E+03   0.189344E+02   0.716044E-01  -0.244648E+02
  1651   0.386660E+03   0.188525E+02   0.715505E-01  -0.247156E+02
  1652   0.386569E+03   0.187691E+02   0.714970E-01  -0.249611E+02
  1653   0.386495E+03   0.186843E+02   0.714438E-01  -0.252014E+02
  1654   0.386439E+03   0.185981E+02   0.713911E-01  -0.254361E+02
  1655   0.386400E+03   0.185105E+02   0.713387E-01  -0.256655E+02
  1656   0.386377E+03   0.184217E+02   0.712868E-01  -0.258894E+02
  1657   0.386370E+03   0.183316E+02   0.712352E-01  -0.261076E+02
  1658   0.386379E+03   0.182401E+02   0.711839E-01  -0.263201E+02
  1659   0.386403E+03   0.181475E+02   0.711330E-01  -0.265270E+02
  1660   0.386441E+03   0.180538E+02   0.710825E-01  -0.267281E+02
  1661   0.386494E+03   0.179588E+02   0.710323E-01  -0.269234E+02
  1662   0.386559E+03   0.178628E+02   0.709825E-01  -0.271128E+02
  1663   0.386639E+03   0.177657E+02   0.709330E-01  -0.272964E+02
  1664   0.386731E+03   0.176676E+02   0.708838E-01  -0.274740E+02
  1665   0.386835E+03   0.175684E+02   0.708350E-01  -0.276456E+02
  1666   0.386951E+03   0.174683E+02   0.707865E-01  -0.278111E+02
  1667   0.387078E+03   0.173672E+02   0.707383E-01  -0.279706E+02
  1668   0.387216E+03   0.172652E+02   0.706904E-01  -0.281240E+02
  1669   0.387363E+03   0.171623E+02   0.706428E-01  -0.282711E+02
  1670   0.387521E+03   0.170586E+02   0.705955E-01  -0.284121E+02
  1671   0.387687E+03   0.169540E+02   0.705486E-01  -0.285468E+02
  1672   0.387863E+03   0.168487E+02   0.705019E-01  -0.286753E+02
  1673   0.388046E+03   0.167426E+02   0.704555E-01  -0.287976E+02
  1674   0.388237E+03   0.166358E+02   0.704093E-01  -0.289136E+02
  1675   0.388436E+03   0.165285E+02   0.703634E-01  -0.290234E+02
  1676   0.388641E+03   0.164205E+02   0.703178E-01  -0.291269E+02
  1677   0.388853E+03   0.163121E+02   0.702725E-01  -0.292241E+02
  1678   0.389072E+03   0.162031E+02   0.702274E-01  -0.293151E+02
  1679   0.389295E+03   0.160936E+02   0.701825E-01  -0.293998E+02
  1680   0.389522E+03   0.159837E+02   0.701379E-01  -0.294781E+02
  1681   0.389756E+03   0.158734E+02   0.700935E-01  -0.295502E+02
  1682   0.389992E+03   0.157627E+02   0.700493E-01  -0.296161E+02
  1683   0.390232E+03   0.156517E+02   0.700053E-01  -0.296755E+02
  1684   0.390475E+03   0.155403E+02   0.699615E-01  -0.297287E+02
  1685   0.390721E+03   0.154287E+02   0.699180E-01  -0.297756E+02
  1686   0.390968E+03   0.153168E+02   0.698746E-01  -0.298161E+02
  1687   0.391217E+03   0.152047E+02   0.698314E-01  -0.298505E+02
  1688   0.391468E+03   0.150925E+02   0.697884E-01  -0.298786E+02
  1689   0.391720E+03   0.149801E+02   0.697455E-01  -0.299004E+02
  1690   0.391971E+03   0.148677E+02   0.697029E-01  -0.299161E+02
  1691   0.392222E+03   0.147552E+02   0.696603E-01  -0.299256E+02
  1692   0.392473E+03   0.146427E+02   0.696179E-01  -0.299289E+02
  1693   0.392722E+03   0.145302E+02   0.695757E-01  -0.299262E+02
  1694   0.392970E+03   0.144178E+02   0.695336E-01  -0.299173E+02
  1695   0.393216E+03   0.143054E+02   0.694916E-01  -0.299023E+02
  1696   0.393459E+03   0.141931E+02   0.694497E-01  -0.298812E+02
  1697   0.393700E+03   0.140810E+02   0.694079E-01  -0.298541E+02
  1698   0.393936E+03   0.139690E+02   0.693662E-01  -0.298210E+02
  1699   0.394169E+03   0.138572E+02   0.693246E-01  -0.297819E+02
  1700   0.394398E+03   0.137458E+02   0.692831E-01  -0.297369E+02
  1701   0.394622E+03   0.136345E+02   0.692417E-01  -0.296861E+02
  1702   0.394841E+03   0.135235E+02   0.692003E-01  -0.296294E+02
  1703   0.395056E+03   0.134131E+02   0.691590E-01  -0.295671E+02
  1704   0.395264E+03   0.133029E+02   0.691177E-01  -0.294992E+02
  1705   0.395467E+03   0.131932E+02   0.690765E-01  -0.294257E+02
  1706   0.395664E+03   0.130840E+02   0.690353E-01  -0.293467E+02
  1707   0.395853E+03   0.129752E+02   0.689942E-01  -0.292622E+02
  1708   0.396036E+03   0.128671E+02   0.689530E-01  -0.291723E+02
  1709   0.396212E+03   0.127594E+02   0.689119E-01  -0.290770E+02
  1710   0.396379E+03   0.126524E+02   0.688708E-01  -0.289765E+02
  1711   0.396539E+03   0.125460E+02   0.688296E-01  -0.288708E+02
  1712   0.396690E+03   0.124401E+02   0.687885E-01  -0.287599E+02
  1713   0.396832E+03   0.123350E+02   0.687473E-01  -0.286440E+02
  1714   0.396965E+03   0.122306E+02   0.687061E-01  -0.285230E+02
  1715   0.397089E+03   0.121269E+02   0.686649E-01  -0.283971E+02
  1716   0.397204E+03   0.120240E+02   0.686236E-01  -0.282664E+02
  1717   0.397308E+03   0.119219E+02   0.685823E-01  -0.281309E+02
  1718   0.397402E+03   0.118206E+02   0.685409E-01  -0.279908E+02
  1719   0.397487E+03   0.117201E+02   0.684995E-01  -0.278460E+02
  1720   0.397559E+03   0.116205E+02   0.684580E-01  -0.276967E+02
  1721   0.397622E+03   0.115218E+02   0.684164E-01  -0.275430E+02
  1722   0.397673E+03   0.114240E+02   0.683747E-01  -0.273850E+02
  1723   0.397711E+03   0.113273E+02   0.683329E-01  -0.272228E+02
  1724   0.397740E+03   0.112315E+02   0.682910E-01  -0.270564E+02
  1725   0.397755E+03   0.111367E+02   0.682491E-01  -0.268859E+02
  1726   0.397759E+03   0.110429E+02   0.682070E-01  -0.267115E+02
  1727   0.397750E+03   0.109502E+02   0.681648E-01  -0.265332E+02
  1728   0.397728E+03   0.108585E+02   0.681225E-01  -0.263511E+02
  1729   0.397694E+03   0.107680E+02   0.680800E-01  -0.261653E+02
  1730   0.397646E+03   0.106786E+02   0.680374E-01  -0.259758E+02
  1731   0.397585E+03   0.105903E+02   0.679947E-01  -0.257828E+02
  1732   0.397510E+03   0.105032E+02   0.679518E-01  -0.255864E+02
  1733   0.397421E+03   0.104173E+02   0.679088E-01  -0.253866E+02
  1734   0.397318E+03   0.103325E+02   0.678656E-01  -0.251835E+02
  1735   0.397200E+03   0.102490E+02   0.678222E-01  -0.249773E+02
  1736   0.397069E+03   0.101667E+02   0.677787E-01  -0.247680E+02
  1737   0.396923E+03   0.100857E+02   0.677350E-01  -0.245558E+02
  1738   0.396763E+03   0.100060E+02   0.676911E-01  -0.243409E+02
  1739   0.396588E+03   0.992760E+01   0.676471E-01  -0.241232E+02
  1740   0.396399E+03   0.985051E+01   0.676028E-01  -0.239029E+02
  1741   0.396195E+03   0.977474E+01   0.675584E-01  -0.236802E+02
  1742   0.395976E+03   0.970036E+01   0.675138E-01  -0.234551E+02
  1743   0.395742E+03   0.962727E+01   0.674689E-01  -0.232277E+02
  1744   0.395492E+03   0.955563E+01   0.674239E-01  -0.229981E+02
  1745   0.395228E+03   0.948534E+01   0.673786E-01  -0.227664E+02
  1746   0.394948E+03   0.941649E+01   0.673331E-01  -0.225327E+02
  1747   0.394652E+03   0.934899E+01   0.672874E-01  -0.222970E+02
  1748   0.394341E+03   0.928298E+01   0.672415E-01  -0.220597E+02
  1749   0.394013E+03   0.921838E+01   0.671954E-01  -0.218205E+02
  1750   0.393670E+03   0.915519E+01   0.671490E-01  -0.215798E+02
  1751   0.393311E+03   0.909348E+01   0.671024E-01  -0.213376E+02
  1752   0.392937E+03   0.903324E+01   0.670555E-01  -0.210940E+02
  1753   0.392546E+03   0.897446E+01   0.670085E-01  -0.208492E+02
  1754   0.392140E+03   0.891715E+01   0.669611E-01  -0.206032E+02
  1755   0.391718E+03   0.886137E+01   0.669135E-01  -0.203562E+02
  1756   0.391280E+03   0.880705E+01   0.668657E-01  -0.201081E+02
  1757   0.390825E+03   0.875425E+01   0.668176E-01  -0.198593E+02
  1758   0.390355E+03   0.870290E+01   0.667693E-01  -0.196097E+02
  1759   0.389868E+03   0.865311E+01   0.667206E-01  -0.193595E+02
  1760   0.389366E+03   0.860482E+01   0.666718E-01  -0.191087E+02
  1761   0.388848E+03   0.855803E+01   0.666226E-01  -0.188574E+02
  1762   0.388314E+03   0.851276E+01   0.665732E-01  -0.186058E+02
  1763   0.387764E+03   0.846900E+01   0.665235E-01  -0.183540E+02
  1764   0.387198E+03   0.842676E+01   0.664736E-01  -0.181020E+02
  1765   0.386617E+03   0.838604E+01   0.664233E-01  -0.178500E+02
  1766   0.386021E+03   0.834685E+01   0.663728E-01  -0.175982E+02
  1767   0.385409E+03   0.830918E+01   0.663220E-01  -0.173465E+02
  1768   0.384782E+03   0.827303E+01   0.662709E-01  -0.170951E+02
  1769   0.384141E+03   0.823841E+01   0.662196E-01  -0.168441E+02
  1770   0.383484E+03   0.820530E+01   0.661679E-01  -0.165937E+02
  1771   0.382813E+03   0.817372E+01   0.661160E-01  -0.163439E+02
  1772   0.382127E+03   0.814364E+01   0.660637E-01  -0.160947E+02
  1773   0.381427E+03   0.811507E+01   0.660112E-01  -0.158464E+02
  1774   0.380711E+03   0.808801E+01   0.659584E-01  -0.155989E+02
  1775   0.379983E+03   0.806244E+01   0.659053E-01  -0.153524E+02
  1776   0.379239E+03   0.803837E+01   0.658519E-01  -0.151070E+02
  1777   0.378481E+03   0.801579E+01   0.657982E-01  -0.148627E+02
  1778   0.377710E+03   0.799469E+01   0.657442E-01  -0.146196E+02
  1779   0.376924E+03   0.797506E+01   0.656899E-01  -0.143779E+02
  1780   0.376126E+03   0.795690E+01   0.656353E-01  -0.141377E+02
  1781   0.375313E+03   0.794020E+01   0.655804E-01  -0.138989E+02
  1782   0.374487E+03   0.792495E+01   0.655252E-01  -0.136619E+02
  1783   0.373648E+03   0.791115E+01   0.654697E-01  -0.134264E+02
  1784   0.372797E+03   0.789877E+01   0.654139E-01  -0.131928E+02
  1785   0.371932E+03   0.788782E+01   0.653578E-01  -0.129611E+02
  1786   0.371056E+03   0.787828E+01   0.653014E-01  -0.127312E+02
  1787   0.370167E+03   0.787013E+01   0.652447E-01  -0.125035E+02
  1788   0.369266E+03   0.786338E+01   0.651877E-01  -0.122778E+02
  1789   0.368353E+03   0.785800E+01   0.651305E-01  -0.120543E+02
  1790   0.367429E+03   0.785399E+01   0.650729E-01  -0.118331E+02
  1791   0.366492E+03   0.785133E+01   0.650150E-01  -0.116142E+02
  1792   0.365545E+03   0.785001E+01   0.649569E-01  -0.113977E+02
  1793   0.364586E+03   0.785001E+01   0.648984E-01  -0.111838E+02
  1794   0.363616E+03   0.785130E+01   0.648397E-01  -0.109724E+02
  1795   0.362635E+03   0.785390E+01   0.647806E-01  -0.107637E+02
  1796   0.361644E+03   0.785778E+01   0.647213E-01  -0.105575E+02
  1797   0.360642E+03   0.786292E+01   0.646617E-01  -0.103543E+02
  1798   0.359630E+03   0.786929E+01   0.646019E-01  -0.101539E+02
  1799   0.358608E+03   0.787690E+01   0.645417E-01  -0.995632E+01
  1800   0.357576E+03   0.788572E+01   0.644813E-01  -0.976179E+01
  1801   0.356536E+03   0.789573E+01   0.644206E-01  -0.957028E+01
  1802   0.355486E+03   0.790693E+01   0.643596E-01  -0.938186E+01
  1803   0.354428E+03   0.791928E+01   0.642983E-01  -0.919662E+01
  1804   0.353361E+03   0.793278E+01   0.642368E-01  -0.901459E+01
  1805   0.352287E+03   0.794739E+01   0.641750E-01  -0.883583E+01
  1806   0.351205E+03   0.796311E+01   0.641130E-01  -0.866039E+01
  1807   0.350115E+03   0.797991E+01   0.640507E-01  -0.848830E+01
  1808   0.349018E+03   0.799776E+01   0.639882E-01  -0.831963E+01
  1809   0.347913E+03   0.801667E+01   0.639254E-01  -0.815442E+01
  1810   0.346802E+03   0.803659E+01   0.638624E-01  -0.799273E+01
  1811   0.345683E+03   0.805751E+01   0.637991E-01  -0.783458E+01
  1812   0.344559E+03   0.807940E+01   0.637356E-01  -0.768002E+01
  1813   0.343428E+03   0.810226E+01   0.636718E-01  -0.752909E+01
  1814   0.342291E+03   0.812605E+01   0.636079E-01  -0.738182E+01
  1815   0.341149E+03   0.815075E+01   0.635437E-01  -0.723825E+01
  1816   0.340002E+03   0.817635E+01   0.634793E-01  -0.709841E+01
  1817   0.338850E+03   0.820281E+01   0.634146E-01  -0.696235E+01
  1818   0.337694E+03   0.823013E+01   0.633498E-01  -0.683010E+01
  1819   0.336533E+03   0.825827E+01   0.632847E-01  -0.670167E+01
  1820   0.335368E+03   0.828720E+01   0.632195E-01  -0.657710E+01
  1821   0.334200E+03   0.831689E+01   0.631540E-01  -0.645641E+01
  1822   0.333028E+03   0.834738E+01   0.630883E-01  -0.633964E+01
  1823   0.331853E+03   0.837860E+01   0.630225E-01  -0.622682E+01
  1824   0.330674E+03   0.841047E+01   0.629565E-01  -0.611796E+01
  1825   0.329493E+03   0.844302E+01   0.628903E-01  -0.601308E+01
  1826   0.328310E+03   0.847631E+01   0.628239E-01  -0.591221E+01
  1827   0.327124E+03   0.851015E+01   0.627573E-01  -0.581532E+01
  1828   0.325937E+03   0.854461E+01   0.626906E-01  -0.572245E+01
  1829   0.324749E+03   0.857971E+01   0.626237E-01  -0.563361E+01
  1830   0.323559E+03   0.861537E+01   0.625566E-01  -0.554881E+01
  1831   0.322369E+03   0.865154E+01   0.624894E-01  -0.546806E+01
  1832   0.321179E+03   0.868822E+01   0.624221E-01  -0.539136E+01
  1833   0.319989E+03   0.872536E+01   0.623546E-01  -0.531871E+01
  1834   0.318799E+03   0.876303E+01   0.622870E-01  -0.525012E+01
  1835   0.317609E+03   0.880109E+01   0.622192E-01  -0.518560E+01
  1836   0.316420E+03   0.883956E+01   0.621513E-01  -0.512514E+01
  1837   0.315232E+03   0.887845E+01   0.620833E-01  -0.506874E+01
  1838   0.314045E+03   0.891770E+01   0.620151E-01  -0.501642E+01
  1839   0.312859E+03   0.895731E+01   0.619469E-01  -0.496817E+01
  1840   0.311675E+03   0.899722E+01   0.618785E-01  -0.492396E+01
  1841   0.310493E+03   0.903744E+01   0.618100E-01  -0.488381E+01
  1842   0.309313E+03   0.907783E+01   0.617414E-01  -0.484768E+01
  1843   0.308137E+03   0.911855E+01   0.616728E-01  -0.481557E+01
  1844   0.306963E+03   0.915947E+01   0.616040E-01  -0.478748E+01
  1845   0.305791E+03   0.920052E+01   0.615351E-01  -0.476340E+01
  1846   0.304624E+03   0.924178E+01   0.614662E-01  -0.474330E+01
  1847   0.303460E+03   0.928320E+01   0.613972E-01  -0.472719E+01
  1848   0.302300E+03   0.932470E+01   0.613281E-01  -0.471502E+01
  1849   0.301144E+03   0.936630E+01   0.612590E-01  -0.470680E+01
  1850   0.299992E+03   0.940794E+01   0.611897E-01  -0.470249E+01
  1851   0.298844E+03   0.944962E+01   0.611205E-01  -0.470211E+01
  1852   0.297702E+03   0.949128E+01   0.610512E-01  -0.470561E+01
  1853   0.296564E+03   0.953301E+01   0.609818E-01  -0.471298E+01
  1854   0.295432E+03   0.957460E+01   0.609124E-01  -0.472417E+01
  1855   0.294305E+03   0.961619E+01   0.608429E-01  -0.473913E+01
  1856   0.293185E+03   0.965767E+01   0.607735E-01  -0.475786E+01
  1857   0.292070E+03   0.969910E+01   0.607040E-01  -0.478030E+01
  1858   0.290961E+03   0.974035E+01   0.606344E-01  -0.480641E+01
  1859   0.289859E+03   0.978144E+01   0.605649E-01  -0.483617E+01
  1860   0.288764E+03   0.982237E+01   0.604953E-01  -0.486953E+01
  1861   0.287676E+03   0.986315E+01   0.604258E-01  -0.490645E+01
  1862   0.286595E+03   0.990364E+01   0.603562E-01  -0.494689E+01
  1863   0.285522E+03   0.994394E+01   0.602867E-01  -0.499081E+01
  1864   0.284456E+03   0.998404E+01   0.602171E-01  -0.503818E+01
  1865   0.283398E+03   0.100237E+02   0.601476E-01  -0.508894E+01
  1866   0.282347E+03   0.100632E+02   0.600781E-01  -0.514306E+01
  1867   0.281305E+03   0.101023E+02   0.600087E-01  -0.520049E+01
  1868   0.280272E+03   0.101411E+02   0.599392E-01  -0.526117E+01
  1869   0.279246E+03   0.101795E+02   0.598698E-01  -0.532506E+01
  1870   0.278230E+03   0.102176E+02   0.598004E-01  -0.539211E+01
  1871   0.277223E+03   0.102552E+02   0.597311E-01  -0.546226E+01
  1872   0.276225E+03   0.102924E+02   0.596619E-01  -0.553547E+01
  1873   0.275236E+03   0.103292E+02   0.595927E-01  -0.561167E+01
  1874   0.274256E+03   0.103655E+02   0.595235E-01  -0.569082E+01
  1875   0.273286E+03   0.104013E+02   0.594545E-01  -0.577286E+01
  1876   0.272326E+03   0.104366E+02   0.593855E-01  -0.585772E+01
  1877   0.271375E+03   0.104715E+02   0.593166E-01  -0.594536E+01
  1878   0.270435E+03   0.105057E+02   0.592477E-01  -0.603570E+01
  1879   0.269505E+03   0.105394E+02   0.591790E-01  -0.612871E+01
  1880   0.268585E+03   0.105727E+02   0.591103E-01  -0.622431E+01
  1881   0.267676E+03   0.106052E+02   0.590418E-01  -0.632245E+01
  1882   0.266778E+03   0.106372E+02   0.589734E-01  -0.642307E+01
  1883   0.265889E+03   0.106685E+02   0.589050E-01  -0.652610E+01
  1884   0.265012E+03   0.106993E+02   0.588368E-01  -0.663150E+01
  1885   0.264145E+03   0.107293E+02   0.587687E-01  -0.673921E+01
  1886   0.263290E+03   0.107586E+02   0.587008E-01  -0.684916E+01
  1887   0.262445E+03   0.107873E+02   0.586329E-01  -0.696130E+01
  1888   0.261612E+03   0.108153E+02   0.585652E-01  -0.707555E+01
  1889   0.260789E+03   0.108425E+02   0.584976E-01  -0.719185E+01
  1890   0.259978E+03   0.108691E+02   0.584302E-01  -0.731012E+01
  1891   0.259179E+03   0.108949E+02   0.583629E-01  -0.743030E+01
  1892   0.258391E+03   0.109199E+02   0.582958E-01  -0.755230E+01
  1893   0.257615E+03   0.109441E+02   0.582288E-01  -0.767607E+01
  1894   0.256850E+03   0.109676E+02   0.581620E-01  -0.780153E+01
  1895   0.256097E+03   0.109903E+02   0.580953E-01  -0.792862E+01
  1896   0.255356E+03   0.110123E+02   0.580288E-01  -0.805726E+01
  1897   0.254627E+03   0.110334E+02   0.579625E-01  -0.818740E+01
  1898   0.253910E+03   0.110536E+02   0.578964E-01  -0.831898E+01
  1899   0.253204E+03   0.110730E+02   0.578304E-01  -0.845193E+01
  1900   0.252511E+03   0.110916E+02   0.577646E-01  -0.858617E+01
  1901   0.251829E+03   0.111093E+02   0.576990E-01  -0.872165E+01
  1902   0.251160E+03   0.111261E+02   0.576336E-01  -0.885830E+01
  1903   0.250502E+03   0.111421E+02   0.575683E-01  -0.899602E+01
  1904   0.249857E+03   0.111571E+02   0.575033E-01  -0.913485E+01
  1905   0.249223E+03   0.111712E+02   0.574384E-01  -0.927455E+01
  1906   0.248602E+03   0.111845E+02   0.573738E-01  -0.941516E+01
  1907   0.247993E+03   0.111968E+02   0.573093E-01  -0.955664E+01
  1908   0.247395E+03   0.112082E+02   0.572451E-01  -0.969879E+01
  1909   0.246810E+03   0.112187E+02   0.571810E-01  -0.984165E+01
  1910   0.246237E+03   0.112283E+02   0.571172E-01  -0.998518E+01
  1911   0.245676E+03   0.112369E+02   0.570535E-01  -0.101292E+02
  1912   0.245127E+03   0.112445E+02   0.569901E-01  -0.102736E+02
  1913   0.244589E+03   0.112513E+02   0.569269E-01  -0.104186E+02
  1914   0.244063E+03   0.112570E+02   0.568639E-01  -0.105638E+02
  1915   0.243550E+03   0.112619E+02   0.568011E-01  -0.107093E+02
  1916   0.243048E+03   0.112656E+02   0.567386E-01  -0.108550E+02
  1917   0.242558E+03   0.112686E+02   0.566762E-01  -0.110007E+02
  1918   0.242080E+03   0.112704E+02   0.566141E-01  -0.111466E+02
  1919   0.241614E+03   0.112714E+02   0.565522E-01  -0.112925E+02
  1920   0.241159E+03   0.112714E+02   0.564905E-01  -0.114383E+02
  1921   0.240716E+03   0.112705E+02   0.564290E-01  -0.115839E+02
  1922   0.240284E+03   0.112685E+02   0.563678E-01  -0.117293E+02
  1923   0.239864E+03   0.112657E+02   0.563068E-01  -0.118744E+02
  1924   0.239456E+03   0.112619E+02   0.562460E-01  -0.120192E+02
  1925   0.239059E+03   0.112571E+02   0.561854E-01  -0.121635E+02
  1926   0.238672E+03   0.112514E+02   0.561251E-01  -0.123074E+02
  1927   0.238298E+03   0.112447E+02   0.560650E-01  -0.124507E+02
  1928   0.237934E+03   0.112371E+02   0.560051E-01  -0.125935E+02
  1929   0.237581E+03   0.112285E+02   0.559455E-01  -0.127355E+02
  1930   0.237240E+03   0.112189E+02   0.558861E-01  -0.128768E+02
  1931   0.236909E+03   0.112084E+02   0.558269E-01  -0.130172E+02
